Drug Name,Generic Name,Drug Strength,Dosage Type,Clinic Name,Clinic District,Current Stock,Predicted Demand,Suggested Restock,Status,Contributing Diseases,Period
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Allen Group Clinic,Cheranmahadevi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Allen Group Clinic,Chromepet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Allen Inc Clinic,Papanasam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Allen Inc Clinic,Porur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Allen and Sons Clinic,KK Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Allen, Nguyen and Roberts Clinic",Chengalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Allen-Brown Clinic,Vellore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Allen-Key Clinic,Ambur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Allen-Lopez Clinic,Porur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Syrup,Allen-Roman Clinic,T.Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Allen-Rosales Clinic,Oddanchatram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,"Allison, Dillon and Pittman Clinic",Anna Nagar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Alvarado LLC Clinic,Jayankondam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Alvarado-Marshall Clinic,Fairlands,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Alvarado-Smith Clinic,Pollachi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Alvarez Inc Clinic,Tirunelveli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Alvarez PLC Clinic,Kurumbalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,"Alvarez, Gallegos and Floyd Clinic",Rasipuram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Alvarez, Holloway and Wheeler Clinic",Cheyyur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Alvarez, Holloway and Wheeler Clinic",Cheyyur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Alvarez-Coleman Clinic,Kunnam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Alvarez-Drake Clinic,Perundurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,"Andersen, Christian and Perez Clinic",Kulithalai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Andersen-Gross Clinic,Rameswaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Anderson Group Clinic,Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Anderson Group Clinic,Paramakudi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Anderson Inc Clinic,Woraiyur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Anderson Inc Clinic,Thirukalukundram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Anderson LLC Clinic,Madurai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Anderson Ltd Clinic,Pollachi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Anderson Ltd Clinic,Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,"Anderson, Bender and Kim Clinic",Porur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Anderson, Camacho and Wilson Clinic",Adyar,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Anderson, Collins and Griffith Clinic",Gudiyatham,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,"Anderson, Dudley and Bowen Clinic",Madurantakam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,"Anderson, Dudley and Bowen Clinic",Madurantakam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Anderson, Foster and Davis Clinic",Tharangambadi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Anderson, Guzman and Stewart Clinic",Royapettah,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,"Anderson, Lane and Weaver Clinic",Chennai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,"Anderson, Lang and Allen Clinic",Paravai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Anderson, Sawyer and Webb Clinic",Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,"Anderson, Sawyer and Webb Clinic",Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Anderson, Singleton and Waller Clinic",Ambur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Anderson-Blake Clinic,Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Anderson-Gibbs Clinic,Chengalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Anderson-Gibbs Clinic,Chengalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Anderson-Hester Clinic,Nemili,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Anderson-Ryan Clinic,Tiruppur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Anderson-West Clinic,Kodambakkam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Andrews Inc Clinic,Neyveli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Andrews PLC Clinic,Kulithalai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Andrews PLC Clinic,Ariyalur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Andrews-Dawson Clinic,Uthamapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Andrews-Fleming Clinic,Natrampalli,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Anthony Group Clinic,Kilvelur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Anthony, Hobbs and Coleman Clinic",Usilampatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Anthony-Bell Clinic,Palani,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Armstrong Group Clinic,Usilampatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Syrup,Armstrong Group Clinic,Avadi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Armstrong LLC Clinic,Nungambakkam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Armstrong and Sons Clinic,Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,"Armstrong, Boyle and Sanders Clinic",Pudukkottai,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Armstrong-Bird Clinic,Tiruppattur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,Arnold PLC Clinic,Ambur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Arnold and Sons Clinic,Musiri,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,"Arnold, Bradley and Lee Clinic",Papanasam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,"Arnold, Hill and Wiley Clinic",Kilvelur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Arroyo Ltd Clinic,Singanallur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Arroyo, Holloway and Lang Clinic",Ottapidaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Injection,"Arroyo, Holloway and Lang Clinic",Ottapidaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Arroyo-Oliver Clinic,Madurantakam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,"Atkins, Adams and Dixon Clinic",Sulur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Atkins, Fisher and Miller Clinic",Chromepet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Atkins-Castro Clinic,Arapalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Atkinson Inc Clinic,Melur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Atkinson-Cox Clinic,Pollachi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Syrup,Atkinson-Hayes Clinic,Avinashi,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,"Austin, Gibbs and Cortez Clinic",Sivagiri,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,"Austin, Hughes and Montes Clinic",Saibaba Colony,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Syrup,Austin-Banks Clinic,Udumalpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Tablet,Avery Group Clinic,Porur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,Avila Ltd Clinic,Arni,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Avila-Lee Clinic,Nagapattinam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Tablet,Ayala Inc Clinic,Pappireddipatti,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Ayala Ltd Clinic,Woraiyur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Injection,"Ayala, Flores and Gregory Clinic",Alathur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Ayala-Whitney Clinic,Tirupur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Ayers PLC Clinic,Hosur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Ayers PLC Clinic,Hosur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,500mg,Capsule,Bailey Group Clinic,Fairlands,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Tablet,Bailey Ltd Clinic,Kumbakonam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Capsule,Bailey and Sons Clinic,Ambur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Syrup,"Bailey, White and Mcpherson Clinic",Cuddalore,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Bailey-Harris Clinic,Ulundurpet,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,650mg,Capsule,Bailey-Mueller Clinic,Udayarpalayam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Injection,Bailey-Myers Clinic,Tambaram,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,250mg,Injection,Bailey-West Clinic,Nannilam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Capsule,Baird PLC Clinic,Bargur,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
Amoxicillin,Amoxicillin trihydrate,5ml,Tablet,Baker Group Clinic,Periyakulam,0,5032.6,5032,critical,"Allergy, Hypertension, Arthritis, COVID-19, Asthma",2026-02-21 to 2026-03-23
